brand,category,age_months,original_price,condition_score,condition_label,ram_gb,storage_gb,has_original_box,num_repairs,resale_price
Dell,laptop,27,38400.0,24,poor,64,256,1,0,24914.54
HP,laptop,29,30300.0,99,new,16,1024,0,1,22852.53
OnePlus,phone,4,30600.0,99,new,12,64,1,0,32057.04
MSI,laptop,14,100600.0,78,excellent,64,1024,0,0,83235.15
Vivo,phone,12,12000.0,65,good,32,64,0,0,9839.24
HP,laptop,14,96900.0,97,new,8,512,0,0,91336.06
Lenovo,laptop,37,82400.0,98,new,32,256,1,0,59688.46
Samsung,phone,45,76900.0,75,excellent,12,64,1,0,49660.17
Samsung,phone,25,71900.0,90,new,12,64,1,0,57831.39
Samsung,phone,15,96800.0,89,new,12,512,0,2,78698.16
MSI,laptop,31,120900.0,74,excellent,64,512,1,0,89840.53
Asus,laptop,37,48400.0,35,fair,32,1024,1,0,28991.97
HP,laptop,25,84400.0,12,poor,4,1024,1,2,53056.46
Xiaomi,phone,19,28700.0,42,fair,12,64,1,2,20180.42
MSI,laptop,15,180900.0,88,new,4,1024,0,1,153881.75
MSI,laptop,23,186000.0,89,new,4,1024,1,0,147677.32
Acer,laptop,43,83600.0,44,fair,32,1024,1,2,41797.83
HP,laptop,60,60400.0,35,fair,64,512,0,1,22088.84
Asus,laptop,23,47000.0,11,poor,8,512,1,0,31205.83
Asus,laptop,14,121000.0,50,good,4,256,0,2,88012.18
Dell,laptop,16,63900.0,60,good,8,256,1,0,54090.38
Apple,laptop,29,191100.0,49,good,8,512,1,0,136074.35
MSI,laptop,49,160600.0,43,fair,8,512,1,2,72927.75
Apple,phone,27,79400.0,35,fair,12,64,0,0,52236.15
Apple,laptop,34,96600.0,24,poor,32,256,1,0,61701.66
Apple,phone,33,144100.0,55,good,16,256,1,3,86061.84
Apple,laptop,8,170300.0,25,poor,64,512,0,2,131535.45
Samsung,phone,18,80100.0,41,fair,6,64,1,0,63674.58
Asus,laptop,59,126600.0,90,new,64,1024,1,1,65865.96
Dell,laptop,3,58300.0,35,fair,64,256,1,0,55468.07
HP,laptop,49,59700.0,95,new,8,256,0,0,37448.85
HP,laptop,46,72800.0,84,excellent,32,1024,0,2,41722.7
Lenovo,laptop,54,43100.0,55,good,32,1024,0,1,20851.14
Oppo,phone,26,44300.0,54,good,12,64,0,0,31979.1
OnePlus,phone,38,25600.0,78,excellent,16,128,0,0,17881.79
Apple,laptop,41,147200.0,18,poor,8,256,0,0,77422.42
Asus,laptop,17,46400.0,37,fair,16,512,1,0,34207.04
MSI,laptop,37,196500.0,66,excellent,32,512,1,0,137928.34
Apple,phone,32,111400.0,28,fair,4,256,1,0,68420.48
Apple,laptop,30,106500.0,52,good,4,1024,1,0,72694.06
OnePlus,phone,45,70400.0,98,new,32,64,1,0,45138.41
Asus,laptop,43,119000.0,42,fair,4,512,1,0,68741.09
Lenovo,laptop,31,31400.0,56,good,4,512,1,0,22080.17
Xiaomi,phone,30,26400.0,72,excellent,16,128,1,1,18510.3
OnePlus,phone,2,44100.0,90,new,32,512,0,0,43612.38
Oppo,phone,14,27700.0,8,poor,16,256,1,1,20075.45
Vivo,phone,60,12600.0,63,good,32,128,1,1,5442.24
Asus,laptop,6,49600.0,93,new,4,1024,0,0,48043.31
Apple,laptop,28,108800.0,27,fair,32,1024,1,0,74069.36
Xiaomi,phone,17,30800.0,66,excellent,32,512,0,0,26154.94
Acer,laptop,43,69800.0,38,fair,16,1024,0,0,38922.2
OnePlus,phone,48,25100.0,43,fair,16,128,0,0,13389.72
Samsung,phone,2,20200.0,89,new,6,512,1,0,21052.58
Realme,phone,33,25700.0,13,poor,4,256,0,0,14402.32
Apple,laptop,54,119400.0,5,poor,8,256,0,0,45722.02
Realme,phone,7,34200.0,73,excellent,32,256,1,0,32896.78
Apple,phone,7,129100.0,91,new,8,256,0,0,127876.43
Asus,laptop,41,35800.0,63,good,32,256,1,0,22680.79
Samsung,phone,3,39400.0,95,new,16,256,0,0,40721.76
OnePlus,phone,6,52100.0,6,poor,12,512,1,0,42969.89
Acer,laptop,50,43100.0,94,new,8,256,1,2,25111.97
MSI,laptop,22,68800.0,92,new,32,256,0,0,56079.66
Dell,laptop,55,86700.0,29,fair,64,256,1,0,39492.98
OnePlus,phone,2,53100.0,92,new,8,256,1,0,54385.36
HP,laptop,20,92700.0,56,good,4,512,0,0,69925.1
Oppo,phone,18,26600.0,64,good,12,512,0,0,20408.87
Apple,phone,31,75300.0,66,excellent,32,128,1,1,51201.37
Lenovo,laptop,4,34000.0,8,poor,8,512,0,0,27706.36
Apple,laptop,38,139200.0,27,fair,64,256,1,0,85096.04
OnePlus,phone,60,71200.0,47,good,6,128,0,0,31972.09
Lenovo,laptop,44,46300.0,60,good,32,256,1,0,27212.36
Asus,laptop,9,105900.0,27,fair,32,256,1,1,82301.99
Realme,phone,44,29700.0,84,excellent,4,512,1,0,19151.52
Asus,laptop,47,47100.0,84,excellent,4,1024,0,1,27223.85
Vivo,phone,9,33900.0,33,fair,4,512,0,0,28929.88
Realme,phone,3,28000.0,72,excellent,8,128,1,0,27456.77
Samsung,phone,1,86700.0,94,new,4,256,1,1,82814.92
Oppo,phone,15,13800.0,29,fair,32,128,0,1,10410.38
Realme,phone,50,12900.0,43,fair,4,256,0,0,6630.68
Samsung,phone,59,27900.0,94,new,16,256,0,0,15379.25
Acer,laptop,24,87500.0,97,new,4,1024,0,0,74458.6
Dell,laptop,47,108200.0,88,new,32,256,0,0,69049.05
Lenovo,laptop,40,95900.0,66,excellent,16,256,1,0,59956.0
Apple,laptop,43,139800.0,70,excellent,4,1024,0,0,85251.37
Lenovo,laptop,3,88600.0,88,new,16,1024,0,0,90014.57
Apple,laptop,18,136900.0,61,good,8,1024,1,2,102245.04
Samsung,phone,26,49900.0,18,poor,6,64,0,2,28951.88
Apple,phone,51,130100.0,38,fair,12,512,0,0,64147.85
HP,laptop,22,106700.0,11,poor,8,256,1,0,72566.08
Samsung,phone,47,76900.0,87,new,8,64,1,2,45073.69
Vivo,phone,50,38600.0,84,excellent,16,512,0,1,21190.09
Xiaomi,phone,9,25100.0,6,poor,32,64,1,0,20094.55
HP,laptop,53,53600.0,49,good,64,512,0,0,26863.5
OnePlus,phone,50,70200.0,61,good,6,64,1,3,34249.58
Realme,phone,49,28300.0,52,good,16,256,1,0,14927.25
Apple,laptop,14,171300.0,77,excellent,8,1024,0,0,142179.15
Oppo,phone,32,33000.0,56,good,6,256,0,0,22456.38
Dell,laptop,48,38800.0,78,excellent,32,1024,0,0,22695.66
Apple,laptop,36,156700.0,48,good,64,256,0,0,96556.43
MSI,laptop,10,128900.0,83,excellent,32,256,0,1,113710.95
Apple,laptop,23,144500.0,99,new,64,512,0,0,115783.99
Realme,phone,38,26200.0,37,fair,32,64,1,0,16425.57
Apple,phone,40,71500.0,58,good,4,128,0,1,43360.4
Asus,laptop,15,127000.0,69,excellent,64,512,0,0,107884.4
Realme,phone,43,9400.0,86,new,16,64,0,0,6293.97
Xiaomi,phone,54,23000.0,96,new,16,512,0,0,13880.16
MSI,laptop,25,65400.0,6,poor,8,1024,1,0,42747.81
OnePlus,phone,19,72500.0,93,new,8,256,0,3,55667.21
OnePlus,phone,43,37800.0,65,good,8,512,1,1,21582.62
Vivo,phone,44,20100.0,68,excellent,16,256,0,0,11676.71
Lenovo,laptop,31,57700.0,37,fair,4,1024,0,0,38172.35
MSI,laptop,51,193200.0,43,fair,64,1024,0,0,91076.8
Dell,laptop,42,72500.0,96,new,16,256,0,0,46342.56
Asus,laptop,24,73300.0,90,new,16,256,0,0,59902.05
Asus,laptop,23,123100.0,32,fair,16,512,0,0,84945.24
Realme,phone,50,23000.0,68,excellent,32,128,0,1,12029.51
OnePlus,phone,27,56000.0,47,good,32,256,1,0,39059.12
Realme,phone,46,20300.0,97,new,8,512,1,0,13734.82
Dell,laptop,9,48400.0,60,good,16,256,0,0,42188.43
Samsung,phone,47,48100.0,82,excellent,6,64,1,0,30720.54
Apple,laptop,19,180800.0,28,fair,32,512,0,0,133570.44
Apple,phone,42,147200.0,12,poor,6,512,1,0,78175.61
Asus,laptop,47,62700.0,14,poor,8,512,0,0,28463.77
Acer,laptop,14,75000.0,99,new,8,256,0,0,65336.96
OnePlus,phone,29,76000.0,76,excellent,16,256,0,0,56695.33
Asus,laptop,17,67400.0,33,fair,8,1024,0,0,47957.14
Apple,phone,30,103000.0,92,new,32,256,1,0,80090.39
Realme,phone,5,20600.0,27,fair,12,512,0,0,18196.34
Apple,laptop,7,141500.0,17,poor,4,1024,0,0,113527.48
Oppo,phone,13,32400.0,89,new,12,512,1,0,30530.39
Apple,phone,36,112200.0,62,good,32,64,1,0,73389.33
Samsung,phone,45,54200.0,81,excellent,32,256,1,0,34198.1
Asus,laptop,33,67900.0,22,poor,4,512,1,0,42704.32
Xiaomi,phone,33,27400.0,91,new,12,128,0,0,20392.57
Vivo,phone,28,19600.0,69,excellent,16,512,1,0,14077.72
Acer,laptop,50,29400.0,98,new,16,256,1,0,18955.09
Apple,laptop,15,112100.0,97,new,16,256,1,0,102952.74
MSI,laptop,42,198000.0,47,good,64,512,0,0,112246.69
Acer,laptop,37,85100.0,58,good,64,1024,1,0,58466.58
Realme,phone,19,7000.0,69,excellent,6,512,1,1,5427.18
OnePlus,phone,55,64200.0,14,poor,12,64,0,3,19538.24
Samsung,phone,32,56300.0,13,poor,4,256,1,0,32767.9
Dell,laptop,56,110300.0,32,fair,8,512,0,1,45017.07
MSI,laptop,33,117500.0,86,new,8,256,0,1,78563.1
Asus,laptop,19,74100.0,5,poor,64,512,1,0,52588.82
Asus,laptop,27,82500.0,60,good,64,512,0,0,57507.98
Dell,laptop,49,56100.0,88,new,32,1024,0,0,32225.03
MSI,laptop,50,176000.0,68,excellent,8,1024,1,0,105380.73
Dell,laptop,2,52100.0,22,poor,32,512,0,0,46205.69
Vivo,phone,8,33600.0,50,good,16,512,0,1,27671.34
Apple,laptop,58,97800.0,69,excellent,4,256,1,1,48050.87
Dell,laptop,53,74700.0,44,fair,8,1024,1,1,36251.12
Apple,phone,1,149100.0,6,poor,32,512,1,0,138708.01
OnePlus,phone,48,46400.0,62,good,12,512,1,1,25557.27
Apple,laptop,33,141800.0,60,good,32,1024,0,2,86493.91
Apple,laptop,20,110200.0,63,good,4,256,1,0,85245.71
MSI,laptop,2,82100.0,70,excellent,32,256,0,0,84407.48
Vivo,phone,38,20800.0,79,excellent,6,128,1,0,13951.17
Acer,laptop,1,54900.0,10,poor,64,1024,1,2,47676.1
Dell,laptop,55,73500.0,48,good,32,1024,0,0,35858.13
Dell,laptop,2,52000.0,99,new,8,1024,1,1,54308.63
Vivo,phone,9,32700.0,22,poor,4,512,1,0,27384.78
Asus,laptop,33,122100.0,59,good,8,256,0,0,78623.97
Vivo,phone,25,31100.0,26,fair,12,256,1,0,21858.74
Oppo,phone,56,14000.0,83,excellent,4,512,0,1,7051.67
Xiaomi,phone,11,19400.0,56,good,32,128,0,0,15641.81
HP,laptop,24,60900.0,64,good,64,512,0,0,47151.96
Asus,laptop,42,66100.0,97,new,32,1024,1,1,43972.18
Xiaomi,phone,24,21600.0,92,new,32,64,1,2,16145.06
MSI,laptop,37,126700.0,86,new,16,256,0,3,73638.45
Xiaomi,phone,16,28000.0,44,fair,12,64,0,1,21856.21
Xiaomi,phone,7,17400.0,18,poor,32,512,0,1,13444.87
Dell,laptop,34,77100.0,90,new,4,512,0,0,57380.2
Oppo,phone,47,42300.0,33,fair,8,128,0,0,20678.84
Dell,laptop,28,73800.0,99,new,8,256,0,0,56763.23
Dell,laptop,7,71500.0,73,excellent,4,512,0,0,69613.46
MSI,laptop,54,119700.0,26,fair,4,1024,0,0,51821.56
MSI,laptop,24,60800.0,7,poor,32,512,0,0,40259.87
Apple,phone,55,101600.0,92,new,12,128,0,2,49772.95
OnePlus,phone,40,67900.0,96,new,12,256,1,0,45931.62
Xiaomi,phone,8,24700.0,63,good,32,64,1,0,23857.44
Apple,laptop,33,193100.0,56,good,64,512,0,1,121740.45
Asus,laptop,20,79300.0,11,poor,8,256,1,0,57684.83
Asus,laptop,49,46000.0,51,good,4,256,1,0,24758.09
OnePlus,phone,25,38800.0,11,poor,16,64,1,0,24709.11
Lenovo,laptop,54,69400.0,54,good,4,1024,0,0,35414.57
Realme,phone,11,8100.0,6,poor,16,256,0,0,6278.66
HP,laptop,39,103700.0,5,poor,4,1024,1,1,50488.52
MSI,laptop,14,130600.0,86,new,4,1024,1,0,111567.38
MSI,laptop,30,60600.0,55,good,8,1024,1,0,43252.03
Samsung,phone,7,86500.0,65,good,8,256,0,2,74243.58
Apple,laptop,6,112800.0,99,new,4,256,1,1,113030.74
OnePlus,phone,41,35800.0,22,poor,12,64,0,1,17847.31
Oppo,phone,1,24900.0,38,fair,4,128,0,0,23437.06
MSI,laptop,37,124700.0,23,poor,32,512,1,0,73146.57
Acer,laptop,59,52000.0,25,poor,16,512,1,3,17365.92
Apple,phone,42,123600.0,80,excellent,4,512,0,0,78410.95
Xiaomi,phone,34,10100.0,99,new,32,256,0,0,7624.46
Xiaomi,phone,27,21100.0,40,fair,32,64,0,0,14766.18
Asus,laptop,60,68400.0,54,good,8,256,1,0,30879.15
MSI,laptop,18,112700.0,71,excellent,4,512,1,0,96212.56
Apple,laptop,38,146700.0,24,poor,16,512,0,0,79704.61
Lenovo,laptop,19,77600.0,28,fair,16,256,1,2,50924.01
Samsung,phone,51,79400.0,93,new,12,64,0,0,46125.98
OnePlus,phone,52,71600.0,19,poor,4,512,0,1,29890.8
Vivo,phone,39,31800.0,28,fair,32,256,1,0,19319.12
Realme,phone,48,34500.0,88,new,16,256,0,0,21731.1
Vivo,phone,2,15900.0,65,good,4,64,0,2,15150.91
Xiaomi,phone,45,8800.0,55,good,6,256,0,0,5165.79
Realme,phone,10,22700.0,81,excellent,32,64,0,2,20082.04
HP,laptop,54,55800.0,15,poor,64,512,0,1,21608.94
MSI,laptop,42,86100.0,19,poor,32,1024,1,0,45401.89
Apple,laptop,46,97300.0,88,new,32,512,1,0,61307.05
Xiaomi,phone,34,12000.0,13,poor,32,256,1,0,7128.27
Asus,laptop,48,104400.0,13,poor,16,512,0,0,45764.77
HP,laptop,50,73800.0,20,poor,16,256,1,0,33396.51
Acer,laptop,13,82100.0,49,good,16,1024,1,0,68172.61
Xiaomi,phone,27,36400.0,39,fair,32,64,1,0,24463.17
Lenovo,laptop,59,79900.0,60,good,32,512,0,0,35615.59
Lenovo,laptop,39,88500.0,17,poor,8,512,0,1,42940.64
HP,laptop,34,40900.0,24,poor,8,256,0,0,24215.96
Vivo,phone,24,22000.0,99,new,4,128,1,0,18185.53
Apple,laptop,60,109700.0,47,good,32,512,1,0,50027.51
Oppo,phone,13,10100.0,55,good,8,256,1,0,8084.56
Asus,laptop,30,95200.0,8,poor,4,512,0,0,53620.94
Acer,laptop,9,44200.0,18,poor,32,512,0,1,35558.58
Vivo,phone,16,21300.0,70,excellent,16,64,0,2,17105.76
Lenovo,laptop,52,52700.0,59,good,4,512,0,1,26847.14
Xiaomi,phone,45,17000.0,26,fair,4,256,0,0,8252.06
Dell,laptop,25,43100.0,35,fair,16,256,0,2,27182.29
Lenovo,laptop,3,41000.0,85,excellent,8,1024,1,0,39591.39
Acer,laptop,49,29400.0,45,fair,8,256,1,1,15390.12
Apple,phone,36,90100.0,71,excellent,8,64,0,0,57563.6
Lenovo,laptop,41,93800.0,30,fair,8,256,0,0,49360.7
Oppo,phone,60,22100.0,60,good,8,64,1,1,10214.7
Asus,laptop,21,38600.0,73,excellent,32,256,1,1,29740.11
Dell,laptop,9,85000.0,44,fair,4,256,0,3,61833.67
Apple,phone,16,129900.0,95,new,4,512,0,1,105871.27
Samsung,phone,47,50100.0,29,fair,8,256,0,1,23583.82
Samsung,phone,16,33200.0,20,poor,8,512,1,0,24396.8
MSI,laptop,59,122700.0,35,fair,4,1024,1,0,51071.09
MSI,laptop,18,92100.0,45,fair,4,256,1,0,70779.3
HP,laptop,5,89300.0,65,good,4,1024,1,2,80820.99
Acer,laptop,19,38900.0,62,good,16,256,0,0,31090.47
Samsung,phone,58,42700.0,62,good,4,128,1,1,19644.54
Samsung,phone,19,55700.0,72,excellent,32,256,0,1,44158.77
Apple,laptop,12,108500.0,56,good,4,1024,0,0,93301.77
Samsung,phone,19,31900.0,52,good,8,256,1,0,24306.4
OnePlus,phone,14,42700.0,14,poor,16,512,1,0,31699.88
Samsung,phone,14,44200.0,58,good,32,512,0,2,33382.61
Apple,phone,10,86700.0,97,new,6,256,0,2,78114.75
Acer,laptop,29,44800.0,50,good,64,512,0,0,30468.12
HP,laptop,48,102800.0,75,excellent,32,512,1,0,62615.23
HP,laptop,30,30300.0,73,excellent,64,256,0,1,21588.92
Xiaomi,phone,12,15300.0,16,poor,32,512,1,0,11707.63
MSI,laptop,53,160100.0,91,new,4,256,0,0,89420.97
Xiaomi,phone,19,23100.0,64,good,4,512,1,0,19676.34
OnePlus,phone,33,58600.0,28,fair,16,64,0,0,35292.13
HP,laptop,12,67900.0,71,excellent,32,512,0,0,58067.74
HP,laptop,32,84500.0,57,good,16,512,1,0,56989.5
Lenovo,laptop,60,36400.0,57,good,4,1024,1,0,16815.13
Lenovo,laptop,41,67400.0,94,new,64,512,1,1,43351.7
Apple,phone,34,95900.0,87,new,16,256,1,2,62590.59
Dell,laptop,2,66000.0,42,fair,8,1024,1,2,59430.71
MSI,laptop,41,95300.0,47,good,8,512,1,0,57681.96
Apple,phone,54,141000.0,54,good,12,64,1,0,70764.26
Xiaomi,phone,27,30600.0,70,excellent,4,128,0,0,21700.42
OnePlus,phone,53,38800.0,67,excellent,32,64,0,0,20769.68
Xiaomi,phone,55,28200.0,26,fair,8,64,1,1,12267.76
Vivo,phone,50,22200.0,98,new,6,128,0,0,13500.83
OnePlus,phone,24,39100.0,92,new,12,128,0,0,31827.44
Vivo,phone,13,26800.0,5,poor,16,64,1,0,20679.84
Apple,phone,1,114500.0,80,excellent,8,512,1,0,108918.92
Apple,phone,30,74000.0,65,good,16,256,0,0,53726.3
Xiaomi,phone,54,28100.0,57,good,4,64,1,3,11676.04
Dell,laptop,38,87700.0,69,excellent,4,1024,0,0,54479.69
Asus,laptop,22,112800.0,25,poor,32,512,1,2,69902.21
Vivo,phone,24,26200.0,31,fair,8,128,1,0,19416.24
Xiaomi,phone,25,28000.0,91,new,16,512,1,0,23194.53
Xiaomi,phone,27,12600.0,51,good,12,512,1,2,8187.94
Oppo,phone,43,34300.0,70,excellent,6,64,0,0,20184.87
Xiaomi,phone,10,23200.0,93,new,8,128,1,0,21204.39
Asus,laptop,23,75600.0,33,fair,4,512,1,0,53759.92
Realme,phone,7,28400.0,44,fair,8,512,1,0,26655.39
Lenovo,laptop,4,79400.0,87,new,64,512,0,1,74800.36
Lenovo,laptop,47,84100.0,65,good,8,1024,1,2,44543.99
Vivo,phone,49,37800.0,69,excellent,8,256,0,1,20553.33
Asus,laptop,33,48400.0,5,poor,16,1024,0,0,26448.54
OnePlus,phone,21,61300.0,61,good,4,256,1,0,49090.36
Realme,phone,51,10600.0,91,new,8,64,1,1,6153.76
MSI,laptop,34,74300.0,100,new,4,256,0,1,54136.77
Vivo,phone,8,25400.0,64,good,4,512,0,0,22956.64
Xiaomi,phone,48,16500.0,58,good,8,256,1,0,9474.31
Samsung,phone,36,44100.0,62,good,16,256,1,0,29475.57
Samsung,phone,37,58800.0,51,good,4,64,1,1,34232.25
Oppo,phone,14,31400.0,36,fair,4,64,0,1,23315.19
MSI,laptop,24,142100.0,51,good,8,1024,0,0,105511.39
Vivo,phone,8,18700.0,93,new,4,256,0,0,17183.29
Oppo,phone,12,24000.0,37,fair,6,256,1,0,18671.97
Oppo,phone,18,13900.0,37,fair,32,256,0,0,10579.74
Acer,laptop,54,26300.0,6,poor,16,512,0,0,10302.36
Dell,laptop,53,117800.0,20,poor,8,512,1,0,53224.96
MSI,laptop,47,140200.0,65,good,32,256,1,0,86827.91
Xiaomi,phone,33,22400.0,54,good,12,64,1,0,15555.78
Oppo,phone,22,33700.0,87,new,6,64,1,0,29006.34
Acer,laptop,24,28800.0,52,good,8,512,0,0,20329.37
Lenovo,laptop,13,83900.0,28,fair,16,512,1,0,66897.39
Xiaomi,phone,54,37200.0,87,new,32,512,1,0,21079.19
Dell,laptop,38,68400.0,46,good,4,512,0,0,41873.75
Samsung,phone,18,48600.0,73,excellent,6,512,1,3,35393.48
Realme,phone,16,16700.0,70,excellent,32,128,0,0,14425.18
Dell,laptop,42,79500.0,12,poor,32,512,1,0,43616.17
Samsung,phone,5,67700.0,24,poor,12,128,0,0,61014.38
MSI,laptop,19,114500.0,67,excellent,32,1024,0,0,90688.19
Dell,laptop,18,111800.0,99,new,4,256,1,0,99439.78
Asus,laptop,2,98300.0,28,fair,16,512,0,0,94360.21
MSI,laptop,18,88200.0,10,poor,64,512,1,0,61816.52
Vivo,phone,46,29700.0,49,good,12,64,0,1,15033.14
Vivo,phone,53,17900.0,70,excellent,8,512,0,0,9982.71
Acer,laptop,36,36600.0,88,new,8,256,1,1,25317.66
OnePlus,phone,16,47400.0,11,poor,8,128,1,0,35445.51
HP,laptop,6,54700.0,40,fair,64,512,1,0,48949.2
Xiaomi,phone,54,10100.0,70,excellent,4,256,1,1,5039.95
Oppo,phone,37,25100.0,26,fair,16,512,1,0,15235.28
Oppo,phone,34,20200.0,34,fair,12,128,0,0,11831.52
Apple,phone,57,84900.0,67,excellent,4,512,1,0,45070.27
MSI,laptop,47,115900.0,97,new,16,256,1,0,77090.67
Samsung,phone,37,81200.0,81,excellent,4,64,1,3,50045.64
Realme,phone,50,27400.0,26,fair,16,64,1,0,13735.28
Apple,laptop,24,192800.0,20,poor,32,512,1,0,125623.4
Xiaomi,phone,51,39600.0,44,fair,4,64,0,0,18951.72
Oppo,phone,30,18300.0,60,good,4,128,0,0,13049.4
Asus,laptop,57,92000.0,73,excellent,8,256,0,0,46641.4
Vivo,phone,39,17000.0,88,new,16,64,0,1,11401.84
Lenovo,laptop,53,74800.0,97,new,16,256,1,0,43838.2
Lenovo,laptop,37,94900.0,85,excellent,32,512,0,0,63256.36
Asus,laptop,5,100100.0,30,fair,16,1024,1,1,86743.44
Apple,laptop,23,161000.0,92,new,8,256,0,0,136359.81
Xiaomi,phone,49,11000.0,69,excellent,8,128,1,1,6114.47
Asus,laptop,57,115800.0,8,poor,32,256,0,0,44882.88
Vivo,phone,54,31500.0,96,new,6,512,0,0,18044.72
Dell,laptop,28,76600.0,45,fair,8,256,1,0,53375.35
Dell,laptop,23,91700.0,8,poor,8,256,1,0,62803.2
Dell,laptop,44,80000.0,82,excellent,4,1024,0,0,48306.86
Samsung,phone,31,86000.0,79,excellent,12,256,0,0,62131.72
HP,laptop,45,44800.0,40,fair,16,1024,0,1,22890.75
Apple,phone,28,137400.0,56,good,4,256,0,0,97694.79
OnePlus,phone,21,70100.0,56,good,8,512,1,1,52517.55
Oppo,phone,22,20500.0,86,new,16,256,1,0,16333.03
Vivo,phone,59,26400.0,22,poor,8,256,1,0,10415.28
Lenovo,laptop,36,84000.0,46,good,4,512,1,1,49804.26
Asus,laptop,45,119700.0,95,new,32,1024,1,1,77537.14
Acer,laptop,34,25900.0,16,poor,64,1024,0,0,14710.29
Apple,phone,54,68100.0,100,new,8,64,1,0,41809.31
Lenovo,laptop,48,82000.0,16,poor,64,256,1,0,38072.12
Acer,laptop,14,41100.0,50,good,8,256,0,1,30401.3
Apple,laptop,55,164800.0,94,new,64,256,1,0,100249.98
Realme,phone,55,22700.0,99,new,32,512,0,1,12090.65
HP,laptop,16,108900.0,39,fair,32,512,0,1,77804.51
Oppo,phone,4,36700.0,98,new,4,128,1,0,37203.18
MSI,laptop,17,80100.0,91,new,16,512,1,1,68230.21
Apple,phone,31,93600.0,9,poor,8,128,1,0,56546.02
Oppo,phone,31,36800.0,80,excellent,32,128,0,0,25719.58
HP,laptop,47,41400.0,97,new,16,512,0,2,23520.67
Apple,phone,44,67900.0,87,new,12,64,0,0,43112.99
Vivo,phone,13,29900.0,80,excellent,6,512,1,0,25421.88
HP,laptop,31,56600.0,92,new,4,1024,1,1,43380.44
Asus,laptop,24,63700.0,12,poor,16,512,1,1,41604.31
Oppo,phone,21,38400.0,59,good,12,64,0,1,26926.28
HP,laptop,22,80400.0,17,poor,64,256,1,0,54686.92
Xiaomi,phone,18,37300.0,15,poor,32,128,0,0,26051.24
Realme,phone,26,32000.0,86,new,6,512,0,0,24289.66
Vivo,phone,29,28800.0,5,poor,4,64,1,1,16363.53
Asus,laptop,40,108100.0,58,good,32,256,1,0,71087.56
Xiaomi,phone,28,17700.0,99,new,16,128,0,0,13860.49
Vivo,phone,1,8500.0,68,excellent,16,512,0,1,8574.6
OnePlus,phone,26,70900.0,93,new,8,128,1,0,55292.81
OnePlus,phone,40,45000.0,69,excellent,12,64,0,2,26541.42
Acer,laptop,9,76200.0,76,excellent,8,1024,0,1,69391.75
Dell,laptop,28,65300.0,65,good,64,256,0,1,46709.86
OnePlus,phone,59,72000.0,70,excellent,12,256,1,0,35165.59
Vivo,phone,53,32400.0,7,poor,8,64,1,1,13059.15
Acer,laptop,23,86300.0,65,good,4,256,1,0,67425.89
Asus,laptop,30,97600.0,84,excellent,8,512,1,1,68581.73
Apple,laptop,60,168900.0,86,new,64,256,1,1,82300.81
Lenovo,laptop,4,68300.0,97,new,8,1024,1,1,71519.52
Asus,laptop,2,63800.0,38,fair,8,1024,1,0,60933.81
Apple,phone,1,103900.0,94,new,16,256,1,2,103672.0
Oppo,phone,17,26600.0,100,new,16,128,0,0,22683.46
Acer,laptop,14,75700.0,40,fair,4,1024,0,1,57249.91
Apple,phone,12,52400.0,29,fair,12,256,1,0,43759.76
Lenovo,laptop,32,50400.0,38,fair,4,512,0,0,30643.34
Acer,laptop,51,61700.0,96,new,8,512,0,0,38798.37
Asus,laptop,24,85200.0,27,fair,32,512,1,0,58792.56
Xiaomi,phone,41,23700.0,42,fair,4,128,0,3,11343.33
Apple,laptop,27,200000.0,70,excellent,16,1024,0,1,139620.63
Realme,phone,5,10800.0,73,excellent,8,128,0,2,10026.32
Samsung,phone,29,55600.0,73,excellent,6,512,1,0,41874.7
Asus,laptop,19,117200.0,26,fair,64,256,1,1,84030.58
Asus,laptop,35,92300.0,39,fair,32,1024,1,1,56640.8
MSI,laptop,59,100900.0,6,poor,16,512,0,0,37513.07
Acer,laptop,12,35700.0,87,new,64,256,0,0,31562.14
Lenovo,laptop,20,56100.0,43,fair,32,256,1,0,42984.63
HP,laptop,5,81800.0,100,new,32,512,1,0,85883.89
Samsung,phone,33,21800.0,11,poor,6,512,1,0,13290.61
HP,laptop,6,86800.0,68,excellent,16,1024,1,0,87881.99
HP,laptop,49,91200.0,76,excellent,32,512,0,0,54476.76
Lenovo,laptop,22,64800.0,56,good,4,512,1,0,48844.46
Lenovo,laptop,2,97500.0,22,poor,4,1024,1,0,86677.79
Apple,phone,50,95000.0,65,good,4,256,1,0,56047.0
OnePlus,phone,17,39400.0,20,poor,6,128,0,1,27526.08
MSI,laptop,49,134200.0,69,excellent,8,1024,1,0,78951.82
MSI,laptop,51,75800.0,8,poor,64,256,0,0,30706.76
Lenovo,laptop,30,33200.0,31,fair,16,256,1,0,22062.25
Realme,phone,21,16200.0,7,poor,12,128,1,0,11207.35
Apple,laptop,10,141700.0,54,good,64,512,1,1,119343.23
Realme,phone,34,30400.0,91,new,12,512,1,1,20995.87
Apple,phone,20,130400.0,82,excellent,12,64,0,0,103979.49
Samsung,phone,43,96300.0,35,fair,8,512,1,1,51272.59
Lenovo,laptop,30,43400.0,48,good,32,256,0,1,28615.46
Xiaomi,phone,53,32700.0,7,poor,32,512,0,1,12151.39
